2024/5/16 1:02 UPDATE
DATE,TIME,é¿ê—(ñúkW)
2024/3/26,18:00,1146
2024/3/26,19:00,1115
2024/3/26,20:00,1075
2024/3/26,21:00,1019
2024/3/26,22:00,952
2024/3/26,23:00,928
2024/3/27,0:00,899
2024/3/27,1:00,915
2024/3/27,2:00,942
2024/3/27,3:00,955
2024/3/27,4:00,963
2024/3/27,5:00,997
2024/3/27,6:00,1002
2024/3/27,7:00,984
2024/3/27,8:00,1032
2024/3/27,9:00,1055
2024/3/27,10:00,1036
2024/3/27,11:00,1026
2024/3/27,12:00,957
2024/3/27,13:00,970
2024/3/27,14:00,951
2024/3/27,15:00,938
2024/3/27,16:00,950
2024/3/27,17:00,964
2024/3/27,18:00,1014
2024/3/27,19:00,1005
2024/3/27,20:00,981
2024/3/27,21:00,941
2024/3/27,22:00,901
2024/3/27,23:00,893
2024/3/28,0:00,886
2024/3/28,1:00,901
2024/3/28,2:00,934
2024/3/28,3:00,954
2024/3/28,4:00,965
2024/3/28,5:00,1003
2024/3/28,6:00,1001
2024/3/28,7:00,971
2024/3/28,8:00,1019
2024/3/28,9:00,1030
2024/3/28,10:00,995
2024/3/28,11:00,974
2024/3/28,12:00,917
2024/3/28,13:00,939
2024/3/28,14:00,939
2024/3/28,15:00,937
2024/3/28,16:00,961
2024/3/28,17:00,969
2024/3/28,18:00,979
2024/3/28,19:00,952
2024/3/28,20:00,920
2024/3/28,21:00,869
2024/3/28,22:00,828
2024/3/28,23:00,801
2024/3/29,0:00,770
2024/3/29,1:00,783
2024/3/29,2:00,809
2024/3/29,3:00,828
2024/3/29,4:00,839
2024/3/29,5:00,859
2024/3/29,6:00,869
2024/3/29,7:00,891
2024/3/29,8:00,972
2024/3/29,9:00,1018
2024/3/29,10:00,1014
2024/3/29,11:00,1003
2024/3/29,12:00,943
2024/3/29,13:00,938
2024/3/29,14:00,909
2024/3/29,15:00,895
2024/3/29,16:00,898
2024/3/29,17:00,899
2024/3/29,18:00,911
2024/3/29,19:00,896
2024/3/29,20:00,870
2024/3/29,21:00,827
2024/3/29,22:00,788
2024/3/29,23:00,770
2024/3/30,0:00,744
2024/3/30,1:00,752
2024/3/30,2:00,774
2024/3/30,3:00,789
2024/3/30,4:00,796
2024/3/30,5:00,795
2024/3/30,6:00,770
2024/3/30,7:00,761
2024/3/30,8:00,791
2024/3/30,9:00,808
2024/3/30,10:00,800
2024/3/30,11:00,788
2024/3/30,12:00,756
2024/3/30,13:00,750
2024/3/30,14:00,737
2024/3/30,15:00,732
2024/3/30,16:00,749
2024/3/30,17:00,791
2024/3/30,18:00,833
2024/3/30,19:00,824
2024/3/30,20:00,801
2024/3/30,21:00,766
2024/3/30,22:00,742
2024/3/30,23:00,728
2024/3/31,0:00,702
2024/3/31,1:00,714
2024/3/31,2:00,736
2024/3/31,3:00,759
2024/3/31,4:00,775
2024/3/31,5:00,774
2024/3/31,6:00,743
2024/3/31,7:00,727
2024/3/31,8:00,738
2024/3/31,9:00,751
2024/3/31,10:00,741
2024/3/31,11:00,731
2024/3/31,12:00,726
2024/3/31,13:00,713
2024/3/31,14:00,705
2024/3/31,15:00,705
2024/3/31,16:00,728
2024/3/31,17:00,784
2024/3/31,18:00,836
2024/3/31,19:00,839
2024/3/31,20:00,818
2024/3/31,21:00,789
2024/3/31,22:00,744
2024/3/31,23:00,728
2024/4/1,0:00,707
2024/4/1,1:00,726
2024/4/1,2:00,760
2024/4/1,3:00,786
2024/4/1,4:00,811
2024/4/1,5:00,847
2024/4/1,6:00,860
2024/4/1,7:00,860
2024/4/1,8:00,919
2024/4/1,9:00,940
2024/4/1,10:00,930
2024/4/1,11:00,921
2024/4/1,12:00,870
2024/4/1,13:00,897
2024/4/1,14:00,891
2024/4/1,15:00,885
2024/4/1,16:00,908
2024/4/1,17:00,928
2024/4/1,18:00,961
2024/4/1,19:00,942
2024/4/1,20:00,913
2024/4/1,21:00,870
2024/4/1,22:00,831
2024/4/1,23:00,806
2024/4/2,0:00,776
2024/4/2,1:00,790
2024/4/2,2:00,816
2024/4/2,3:00,839
2024/4/2,4:00,868
2024/4/2,5:00,895
2024/4/2,6:00,889
2024/4/2,7:00,881
2024/4/2,8:00,942
2024/4/2,9:00,976
2024/4/2,10:00,961
2024/4/2,11:00,951
2024/4/2,12:00,895
2024/4/2,13:00,928
2024/4/2,14:00,923
2024/4/2,15:00,913
2024/4/2,16:00,927
2024/4/2,17:00,928
2024/4/2,18:00,964
2024/4/2,19:00,941
2024/4/2,20:00,915
2024/4/2,21:00,873
2024/4/2,22:00,830
2024/4/2,23:00,810
2024/4/3,0:00,782
2024/4/3,1:00,797
2024/4/3,2:00,825
2024/4/3,3:00,849
2024/4/3,4:00,868
2024/4/3,5:00,893
2024/4/3,6:00,892
2024/4/3,7:00,892
2024/4/3,8:00,959
2024/4/3,9:00,987
2024/4/3,10:00,974
2024/4/3,11:00,964
2024/4/3,12:00,908
2024/4/3,13:00,941
2024/4/3,14:00,942
2024/4/3,15:00,939
2024/4/3,16:00,949
2024/4/3,17:00,950
2024/4/3,18:00,964
2024/4/3,19:00,936
2024/4/3,20:00,900
2024/4/3,21:00,851
2024/4/3,22:00,805
2024/4/3,23:00,777
2024/4/4,0:00,748
2024/4/4,1:00,755
2024/4/4,2:00,784
2024/4/4,3:00,814
2024/4/4,4:00,830
2024/4/4,5:00,851
2024/4/4,6:00,844
2024/4/4,7:00,844
2024/4/4,8:00,910
2024/4/4,9:00,940
2024/4/4,10:00,928
2024/4/4,11:00,927
2024/4/4,12:00,876
2024/4/4,13:00,913
2024/4/4,14:00,917
2024/4/4,15:00,904
2024/4/4,16:00,913
2024/4/4,17:00,918
2024/4/4,18:00,947
2024/4/4,19:00,930
2024/4/4,20:00,898
2024/4/4,21:00,853
2024/4/4,22:00,810
2024/4/4,23:00,787
2024/4/5,0:00,764
2024/4/5,1:00,779
2024/4/5,2:00,807
2024/4/5,3:00,834
2024/4/5,4:00,859
2024/4/5,5:00,887
2024/4/5,6:00,881
2024/4/5,7:00,875
2024/4/5,8:00,931
2024/4/5,9:00,955
2024/4/5,10:00,939
2024/4/5,11:00,924
2024/4/5,12:00,872
2024/4/5,13:00,896
2024/4/5,14:00,889
2024/4/5,15:00,881
2024/4/5,16:00,883
2024/4/5,17:00,891
2024/4/5,18:00,930
2024/4/5,19:00,918
2024/4/5,20:00,892
2024/4/5,21:00,850
2024/4/5,22:00,811
2024/4/5,23:00,790
2024/4/6,0:00,766
2024/4/6,1:00,773
2024/4/6,2:00,794
2024/4/6,3:00,811
2024/4/6,4:00,828
2024/4/6,5:00,835
2024/4/6,6:00,804
2024/4/6,7:00,778
2024/4/6,8:00,795
2024/4/6,9:00,801
2024/4/6,10:00,789
2024/4/6,11:00,780
2024/4/6,12:00,763
2024/4/6,13:00,760
2024/4/6,14:00,753
2024/4/6,15:00,751
2024/4/6,16:00,761
2024/4/6,17:00,790
2024/4/6,18:00,826
2024/4/6,19:00,811
2024/4/6,20:00,784
2024/4/6,21:00,747
2024/4/6,22:00,716
2024/4/6,23:00,700
2024/4/7,0:00,675
2024/4/7,1:00,683
2024/4/7,2:00,708
2024/4/7,3:00,730
2024/4/7,4:00,740
2024/4/7,5:00,736
2024/4/7,6:00,702
2024/4/7,7:00,684
2024/4/7,8:00,686
2024/4/7,9:00,690
2024/4/7,10:00,686
2024/4/7,11:00,682
2024/4/7,12:00,677
2024/4/7,13:00,668
2024/4/7,14:00,657
2024/4/7,15:00,659
2024/4/7,16:00,681
2024/4/7,17:00,721
2024/4/7,18:00,772
2024/4/7,19:00,764
2024/4/7,20:00,737
2024/4/7,21:00,702
2024/4/7,22:00,671
2024/4/7,23:00,658
2024/4/8,0:00,638
2024/4/8,1:00,652
2024/4/8,2:00,682
2024/4/8,3:00,712
2024/4/8,4:00,733
2024/4/8,5:00,750
2024/4/8,6:00,743
2024/4/8,7:00,758
2024/4/8,8:00,830
2024/4/8,9:00,864
2024/4/8,10:00,867
2024/4/8,11:00,868
2024/4/8,12:00,820
2024/4/8,13:00,856
2024/4/8,14:00,858
2024/4/8,15:00,857
2024/4/8,16:00,859
2024/4/8,17:00,854
2024/4/8,18:00,871
2024/4/8,19:00,842
2024/4/8,20:00,807
2024/4/8,21:00,765
2024/4/8,22:00,734
2024/4/8,23:00,716
2024/4/9,0:00,693
2024/4/9,1:00,704
2024/4/9,2:00,727
2024/4/9,3:00,751
2024/4/9,4:00,764
2024/4/9,5:00,778
2024/4/9,6:00,790
2024/4/9,7:00,829
2024/4/9,8:00,919
2024/4/9,9:00,976
2024/4/9,10:00,981
2024/4/9,11:00,987
2024/4/9,12:00,939
2024/4/9,13:00,983
2024/4/9,14:00,981
2024/4/9,15:00,977
2024/4/9,16:00,989
2024/4/9,17:00,976
2024/4/9,18:00,991
2024/4/9,19:00,968
2024/4/9,20:00,933
2024/4/9,21:00,884
2024/4/9,22:00,841
2024/4/9,23:00,811
2024/4/10,0:00,785
2024/4/10,1:00,796
2024/4/10,2:00,825
2024/4/10,3:00,848
2024/4/10,4:00,866
2024/4/10,5:00,893
2024/4/10,6:00,878
2024/4/10,7:00,859
2024/4/10,8:00,918
2024/4/10,9:00,944
2024/4/10,10:00,931
2024/4/10,11:00,917
2024/4/10,12:00,860
2024/4/10,13:00,889
2024/4/10,14:00,885
2024/4/10,15:00,870
2024/4/10,16:00,875
2024/4/10,17:00,875
2024/4/10,18:00,919
2024/4/10,19:00,914
2024/4/10,20:00,892
2024/4/10,21:00,851
2024/4/10,22:00,808
2024/4/10,23:00,785
2024/4/11,0:00,762
2024/4/11,1:00,771
2024/4/11,2:00,798
2024/4/11,3:00,821
2024/4/11,4:00,841
2024/4/11,5:00,868
2024/4/11,6:00,864
2024/4/11,7:00,847
2024/4/11,8:00,897
2024/4/11,9:00,923
2024/4/11,10:00,907
2024/4/11,11:00,899
2024/4/11,12:00,846
2024/4/11,13:00,878
2024/4/11,14:00,880
2024/4/11,15:00,868
2024/4/11,16:00,875
2024/4/11,17:00,875
2024/4/11,18:00,907
2024/4/11,19:00,893
2024/4/11,20:00,860
2024/4/11,21:00,814
2024/4/11,22:00,773
2024/4/11,23:00,739
2024/4/12,0:00,709
2024/4/12,1:00,716
2024/4/12,2:00,740
2024/4/12,3:00,765
2024/4/12,4:00,785
2024/4/12,5:00,804
2024/4/12,6:00,800
2024/4/12,7:00,805
2024/4/12,8:00,865
2024/4/12,9:00,898
2024/4/12,10:00,890
2024/4/12,11:00,885
2024/4/12,12:00,838
2024/4/12,13:00,870
2024/4/12,14:00,867
2024/4/12,15:00,851
2024/4/12,16:00,855
2024/4/12,17:00,843
2024/4/12,18:00,868
2024/4/12,19:00,851
2024/4/12,20:00,821
2024/4/12,21:00,781
2024/4/12,22:00,749
2024/4/12,23:00,728
2024/4/13,0:00,699
2024/4/13,1:00,701
2024/4/13,2:00,726
2024/4/13,3:00,750
2024/4/13,4:00,759
2024/4/13,5:00,751
2024/4/13,6:00,717
2024/4/13,7:00,699
2024/4/13,8:00,719
2024/4/13,9:00,732
2024/4/13,10:00,730
2024/4/13,11:00,730
2024/4/13,12:00,720
2024/4/13,13:00,712
2024/4/13,14:00,705
2024/4/13,15:00,697
2024/4/13,16:00,704
2024/4/13,17:00,725
2024/4/13,18:00,763
2024/4/13,19:00,757
2024/4/13,20:00,735
2024/4/13,21:00,700
2024/4/13,22:00,678
2024/4/13,23:00,660
2024/4/14,0:00,633
2024/4/14,1:00,641
2024/4/14,2:00,668
2024/4/14,3:00,692
2024/4/14,4:00,708
2024/4/14,5:00,697
2024/4/14,6:00,664
2024/4/14,7:00,648
2024/4/14,8:00,659
2024/4/14,9:00,672
2024/4/14,10:00,672
2024/4/14,11:00,675
2024/4/14,12:00,673
2024/4/14,13:00,666
2024/4/14,14:00,662
2024/4/14,15:00,660
2024/4/14,16:00,675
2024/4/14,17:00,701
2024/4/14,18:00,743
2024/4/14,19:00,739
2024/4/14,20:00,715
2024/4/14,21:00,680
2024/4/14,22:00,649
2024/4/14,23:00,634
2024/4/15,0:00,616
2024/4/15,1:00,624
2024/4/15,2:00,657
2024/4/15,3:00,687
2024/4/15,4:00,713
2024/4/15,5:00,717
2024/4/15,6:00,712
2024/4/15,7:00,726
2024/4/15,8:00,803
2024/4/15,9:00,857
2024/4/15,10:00,867
2024/4/15,11:00,872
2024/4/15,12:00,830
2024/4/15,13:00,872
2024/4/15,14:00,875
2024/4/15,15:00,859
2024/4/15,16:00,855
2024/4/15,17:00,833
2024/4/15,18:00,853
2024/4/15,19:00,829
2024/4/15,20:00,794
2024/4/15,21:00,754
2024/4/15,22:00,720
2024/4/15,23:00,698
2024/4/16,0:00,670
2024/4/16,1:00,674
2024/4/16,2:00,699
2024/4/16,3:00,723
2024/4/16,4:00,735
2024/4/16,5:00,734
2024/4/16,6:00,729
2024/4/16,7:00,747
2024/4/16,8:00,827
2024/4/16,9:00,878
2024/4/16,10:00,877
2024/4/16,11:00,880
2024/4/16,12:00,830
2024/4/16,13:00,871
2024/4/16,14:00,875
2024/4/16,15:00,861
2024/4/16,16:00,864
2024/4/16,17:00,845
2024/4/16,18:00,858
2024/4/16,19:00,832
2024/4/16,20:00,800
2024/4/16,21:00,757
2024/4/16,22:00,723
2024/4/16,23:00,701
2024/4/17,0:00,673
2024/4/17,1:00,674
2024/4/17,2:00,700
2024/4/17,3:00,721
2024/4/17,4:00,736
2024/4/17,5:00,734
2024/4/17,6:00,736
2024/4/17,7:00,763
2024/4/17,8:00,842
2024/4/17,9:00,883
2024/4/17,10:00,880
2024/4/17,11:00,880
2024/4/17,12:00,831
2024/4/17,13:00,865
2024/4/17,14:00,866
2024/4/17,15:00,856
2024/4/17,16:00,856
2024/4/17,17:00,837
2024/4/17,18:00,854
2024/4/17,19:00,836
2024/4/17,20:00,803
2024/4/17,21:00,758
2024/4/17,22:00,720
2024/4/17,23:00,699
2024/4/18,0:00,670
2024/4/18,1:00,673
2024/4/18,2:00,699
2024/4/18,3:00,726
2024/4/18,4:00,740
2024/4/18,5:00,741
2024/4/18,6:00,736
2024/4/18,7:00,748
2024/4/18,8:00,822
2024/4/18,9:00,864
2024/4/18,10:00,869
2024/4/18,11:00,867
2024/4/18,12:00,821
2024/4/18,13:00,861
2024/4/18,14:00,864
2024/4/18,15:00,855
2024/4/18,16:00,854
2024/4/18,17:00,840
2024/4/18,18:00,862
2024/4/18,19:00,839
2024/4/18,20:00,803
2024/4/18,21:00,764
2024/4/18,22:00,726
2024/4/18,23:00,703
2024/4/19,0:00,674
2024/4/19,1:00,675
2024/4/19,2:00,698
2024/4/19,3:00,723
2024/4/19,4:00,742
2024/4/19,5:00,750
2024/4/19,6:00,751
2024/4/19,7:00,766
2024/4/19,8:00,844
2024/4/19,9:00,893
2024/4/19,10:00,891
2024/4/19,11:00,891
2024/4/19,12:00,848
2024/4/19,13:00,880
2024/4/19,14:00,880
2024/4/19,15:00,871
2024/4/19,16:00,871
2024/4/19,17:00,856
2024/4/19,18:00,873
2024/4/19,19:00,859
2024/4/19,20:00,821
2024/4/19,21:00,781
2024/4/19,22:00,750
2024/4/19,23:00,724
2024/4/20,0:00,692
2024/4/20,1:00,692
2024/4/20,2:00,712
2024/4/20,3:00,732
2024/4/20,4:00,741
2024/4/20,5:00,729
2024/4/20,6:00,710
2024/4/20,7:00,711
2024/4/20,8:00,737
2024/4/20,9:00,753
2024/4/20,10:00,751
2024/4/20,11:00,752
2024/4/20,12:00,730
2024/4/20,13:00,727
2024/4/20,14:00,717
2024/4/20,15:00,714
2024/4/20,16:00,721
2024/4/20,17:00,746
2024/4/20,18:00,779
2024/4/20,19:00,771
2024/4/20,20:00,746
2024/4/20,21:00,709
2024/4/20,22:00,681
2024/4/20,23:00,664
2024/4/21,0:00,639
2024/4/21,1:00,639
2024/4/21,2:00,668
2024/4/21,3:00,695
2024/4/21,4:00,710
2024/4/21,5:00,696
2024/4/21,6:00,669
2024/4/21,7:00,661
2024/4/21,8:00,673
2024/4/21,9:00,684
2024/4/21,10:00,686
2024/4/21,11:00,687
2024/4/21,12:00,691
2024/4/21,13:00,680
2024/4/21,14:00,676
2024/4/21,15:00,675
2024/4/21,16:00,689
2024/4/21,17:00,720
2024/4/21,18:00,767
2024/4/21,19:00,764
2024/4/21,20:00,739
2024/4/21,21:00,706
2024/4/21,22:00,673
2024/4/21,23:00,651
2024/4/22,0:00,630
2024/4/22,1:00,640
2024/4/22,2:00,669
2024/4/22,3:00,696
2024/4/22,4:00,723
2024/4/22,5:00,737
2024/4/22,6:00,732
2024/4/22,7:00,750
2024/4/22,8:00,823
2024/4/22,9:00,864
2024/4/22,10:00,867
2024/4/22,11:00,870
2024/4/22,12:00,826
2024/4/22,13:00,862
2024/4/22,14:00,862
2024/4/22,15:00,849
2024/4/22,16:00,849
2024/4/22,17:00,834
2024/4/22,18:00,860
2024/4/22,19:00,844
2024/4/22,20:00,808
2024/4/22,21:00,767
2024/4/22,22:00,732
2024/4/22,23:00,707
2024/4/23,0:00,676
2024/4/23,1:00,679
2024/4/23,2:00,703
2024/4/23,3:00,727
2024/4/23,4:00,745
2024/4/23,5:00,751
2024/4/23,6:00,752
2024/4/23,7:00,781
2024/4/23,8:00,860
2024/4/23,9:00,903
2024/4/23,10:00,905
2024/4/23,11:00,906
2024/4/23,12:00,863
2024/4/23,13:00,899
2024/4/23,14:00,900
2024/4/23,15:00,893
2024/4/23,16:00,890
2024/4/23,17:00,870
2024/4/23,18:00,885
2024/4/23,19:00,866
2024/4/23,20:00,829
2024/4/23,21:00,784
2024/4/23,22:00,743
2024/4/23,23:00,721
2024/4/24,0:00,691
2024/4/24,1:00,692
2024/4/24,2:00,715
2024/4/24,3:00,737
2024/4/24,4:00,748
2024/4/24,5:00,752
2024/4/24,6:00,760
2024/4/24,7:00,789
2024/4/24,8:00,873
2024/4/24,9:00,917
2024/4/24,10:00,921
2024/4/24,11:00,920
2024/4/24,12:00,871
2024/4/24,13:00,913
2024/4/24,14:00,912
2024/4/24,15:00,908
2024/4/24,16:00,910
2024/4/24,17:00,895
2024/4/24,18:00,905
2024/4/24,19:00,882
2024/4/24,20:00,844
2024/4/24,21:00,795
2024/4/24,22:00,753
2024/4/24,23:00,725
2024/4/25,0:00,689
2024/4/25,1:00,684
2024/4/25,2:00,706
2024/4/25,3:00,728
2024/4/25,4:00,744
2024/4/25,5:00,744
2024/4/25,6:00,741
2024/4/25,7:00,758
2024/4/25,8:00,839
2024/4/25,9:00,891
2024/4/25,10:00,897
2024/4/25,11:00,899
2024/4/25,12:00,850
2024/4/25,13:00,886
2024/4/25,14:00,887
2024/4/25,15:00,874
2024/4/25,16:00,871
2024/4/25,17:00,859
2024/4/25,18:00,872
2024/4/25,19:00,851
2024/4/25,20:00,819
2024/4/25,21:00,779
2024/4/25,22:00,745
2024/4/25,23:00,719
2024/4/26,0:00,688
2024/4/26,1:00,683
2024/4/26,2:00,706
2024/4/26,3:00,726
2024/4/26,4:00,738
2024/4/26,5:00,737
2024/4/26,6:00,728
2024/4/26,7:00,742
2024/4/26,8:00,819
2024/4/26,9:00,863
2024/4/26,10:00,865
2024/4/26,11:00,869
2024/4/26,12:00,828
2024/4/26,13:00,863
2024/4/26,14:00,864
2024/4/26,15:00,853
2024/4/26,16:00,845
2024/4/26,17:00,813
2024/4/26,18:00,826
2024/4/26,19:00,808
2024/4/26,20:00,773
2024/4/26,21:00,727
2024/4/26,22:00,695
2024/4/26,23:00,674
2024/4/27,0:00,651
2024/4/27,1:00,645
2024/4/27,2:00,662
2024/4/27,3:00,683
2024/4/27,4:00,695
2024/4/27,5:00,678
2024/4/27,6:00,663
2024/4/27,7:00,668
2024/4/27,8:00,696
2024/4/27,9:00,718
2024/4/27,10:00,724
2024/4/27,11:00,730
2024/4/27,12:00,726
2024/4/27,13:00,727
2024/4/27,14:00,720
2024/4/27,15:00,711
2024/4/27,16:00,714
2024/4/27,17:00,717
2024/4/27,18:00,742
2024/4/27,19:00,734
2024/4/27,20:00,703
2024/4/27,21:00,666
2024/4/27,22:00,640
2024/4/27,23:00,622
2024/4/28,0:00,601
2024/4/28,1:00,600
2024/4/28,2:00,624
2024/4/28,3:00,645
2024/4/28,4:00,655
2024/4/28,5:00,639
2024/4/28,6:00,614
2024/4/28,7:00,619
2024/4/28,8:00,638
2024/4/28,9:00,663
2024/4/28,10:00,671
2024/4/28,11:00,684
2024/4/28,12:00,685
2024/4/28,13:00,676
2024/4/28,14:00,673
2024/4/28,15:00,672
2024/4/28,16:00,686
2024/4/28,17:00,692
2024/4/28,18:00,721
2024/4/28,19:00,716
2024/4/28,20:00,693
2024/4/28,21:00,661
2024/4/28,22:00,630
2024/4/28,23:00,611
2024/4/29,0:00,589
2024/4/29,1:00,592
2024/4/29,2:00,615
2024/4/29,3:00,641
2024/4/29,4:00,651
2024/4/29,5:00,634
2024/4/29,6:00,616
2024/4/29,7:00,629
2024/4/29,8:00,667
2024/4/29,9:00,694
2024/4/29,10:00,704
2024/4/29,11:00,714
2024/4/29,12:00,711
2024/4/29,13:00,713
2024/4/29,14:00,713
2024/4/29,15:00,708
2024/4/29,16:00,713
2024/4/29,17:00,726
2024/4/29,18:00,756
2024/4/29,19:00,743
2024/4/29,20:00,711
2024/4/29,21:00,675
2024/4/29,22:00,641
2024/4/29,23:00,623
2024/4/30,0:00,598
2024/4/30,1:00,599
2024/4/30,2:00,619
2024/4/30,3:00,646
2024/4/30,4:00,662
2024/4/30,5:00,660
2024/4/30,6:00,667
2024/4/30,7:00,690
2024/4/30,8:00,760
2024/4/30,9:00,799
2024/4/30,10:00,808
2024/4/30,11:00,807
2024/4/30,12:00,778
2024/4/30,13:00,808
2024/4/30,14:00,810
2024/4/30,15:00,803
2024/4/30,16:00,809
2024/4/30,17:00,802
2024/4/30,18:00,810
2024/4/30,19:00,789
2024/4/30,20:00,748
2024/4/30,21:00,703
2024/4/30,22:00,666
2024/4/30,23:00,643
2024/5/1,0:00,619
2024/5/1,1:00,617
2024/5/1,2:00,636
2024/5/1,3:00,660
2024/5/1,4:00,674
2024/5/1,5:00,674
2024/5/1,6:00,679
2024/5/1,7:00,699
2024/5/1,8:00,767
2024/5/1,9:00,803
2024/5/1,10:00,806
2024/5/1,11:00,806
2024/5/1,12:00,776
2024/5/1,13:00,797
2024/5/1,14:00,796
2024/5/1,15:00,786
2024/5/1,16:00,790
2024/5/1,17:00,778
2024/5/1,18:00,801
2024/5/1,19:00,790
2024/5/1,20:00,756
2024/5/1,21:00,711
2024/5/1,22:00,666
2024/5/1,23:00,642
2024/5/2,0:00,613
2024/5/2,1:00,613
2024/5/2,2:00,639
2024/5/2,3:00,669
2024/5/2,4:00,692
2024/5/2,5:00,688
2024/5/2,6:00,681
2024/5/2,7:00,679
2024/5/2,8:00,734
2024/5/2,9:00,768
2024/5/2,10:00,767
2024/5/2,11:00,766
2024/5/2,12:00,737
2024/5/2,13:00,757
2024/5/2,14:00,756
2024/5/2,15:00,745
2024/5/2,16:00,744
2024/5/2,17:00,739
2024/5/2,18:00,756
2024/5/2,19:00,755
2024/5/2,20:00,725
2024/5/2,21:00,686
2024/5/2,22:00,644
2024/5/2,23:00,621
2024/5/3,0:00,592
2024/5/3,1:00,591
2024/5/3,2:00,615
2024/5/3,3:00,645
2024/5/3,4:00,660
2024/5/3,5:00,646
2024/5/3,6:00,619
2024/5/3,7:00,618
2024/5/3,8:00,638
2024/5/3,9:00,654
2024/5/3,10:00,654
2024/5/3,11:00,657
2024/5/3,12:00,656
2024/5/3,13:00,647
2024/5/3,14:00,647
2024/5/3,15:00,646
2024/5/3,16:00,656
2024/5/3,17:00,672
2024/5/3,18:00,697
2024/5/3,19:00,698
2024/5/3,20:00,674
2024/5/3,21:00,640
2024/5/3,22:00,606
2024/5/3,23:00,589
2024/5/4,0:00,566
2024/5/4,1:00,568
2024/5/4,2:00,592
2024/5/4,3:00,621
2024/5/4,4:00,637
2024/5/4,5:00,626
2024/5/4,6:00,595
2024/5/4,7:00,596
2024/5/4,8:00,615
2024/5/4,9:00,630
2024/5/4,10:00,639
2024/5/4,11:00,643
2024/5/4,12:00,647
2024/5/4,13:00,647
2024/5/4,14:00,642
2024/5/4,15:00,642
2024/5/4,16:00,650
2024/5/4,17:00,664
2024/5/4,18:00,695
2024/5/4,19:00,694
2024/5/4,20:00,670
2024/5/4,21:00,636
2024/5/4,22:00,603
2024/5/4,23:00,585
2024/5/5,0:00,563
2024/5/5,1:00,561
2024/5/5,2:00,585
2024/5/5,3:00,615
2024/5/5,4:00,629
2024/5/5,5:00,614
2024/5/5,6:00,591
2024/5/5,7:00,601
2024/5/5,8:00,619
2024/5/5,9:00,645
2024/5/5,10:00,658
2024/5/5,11:00,666
2024/5/5,12:00,673
2024/5/5,13:00,669
2024/5/5,14:00,664
2024/5/5,15:00,667
2024/5/5,16:00,679
2024/5/5,17:00,694
2024/5/5,18:00,722
2024/5/5,19:00,716
2024/5/5,20:00,690
2024/5/5,21:00,653
2024/5/5,22:00,619
2024/5/5,23:00,602
2024/5/6,0:00,578
2024/5/6,1:00,575
2024/5/6,2:00,598
2024/5/6,3:00,622
2024/5/6,4:00,633
2024/5/6,5:00,620
2024/5/6,6:00,609
2024/5/6,7:00,625
2024/5/6,8:00,665
2024/5/6,9:00,697
2024/5/6,10:00,706
2024/5/6,11:00,717
2024/5/6,12:00,701
2024/5/6,13:00,710
2024/5/6,14:00,708
2024/5/6,15:00,710
2024/5/6,16:00,721
2024/5/6,17:00,737
2024/5/6,18:00,762
2024/5/6,19:00,749
2024/5/6,20:00,725
2024/5/6,21:00,689
2024/5/6,22:00,657
2024/5/6,23:00,640
2024/5/7,0:00,618
2024/5/7,1:00,619
2024/5/7,2:00,639
2024/5/7,3:00,663
2024/5/7,4:00,678
2024/5/7,5:00,684
2024/5/7,6:00,692
2024/5/7,7:00,728
2024/5/7,8:00,811
2024/5/7,9:00,871
2024/5/7,10:00,879
2024/5/7,11:00,884
2024/5/7,12:00,837
2024/5/7,13:00,881
2024/5/7,14:00,885
2024/5/7,15:00,882
2024/5/7,16:00,879
2024/5/7,17:00,855
2024/5/7,18:00,849
2024/5/7,19:00,825
2024/5/7,20:00,788
2024/5/7,21:00,749
2024/5/7,22:00,720
2024/5/7,23:00,697
2024/5/8,0:00,669
2024/5/8,1:00,669
2024/5/8,2:00,691
2024/5/8,3:00,720
2024/5/8,4:00,737
2024/5/8,5:00,743
2024/5/8,6:00,735
2024/5/8,7:00,764
2024/5/8,8:00,845
2024/5/8,9:00,890
2024/5/8,10:00,894
2024/5/8,11:00,901
2024/5/8,12:00,851
2024/5/8,13:00,893
2024/5/8,14:00,885
2024/5/8,15:00,883
2024/5/8,16:00,884
2024/5/8,17:00,866
2024/5/8,18:00,876
2024/5/8,19:00,863
2024/5/8,20:00,830
2024/5/8,21:00,787
2024/5/8,22:00,749
2024/5/8,23:00,722
2024/5/9,0:00,683
2024/5/9,1:00,682
2024/5/9,2:00,707
2024/5/9,3:00,739
2024/5/9,4:00,756
2024/5/9,5:00,762
2024/5/9,6:00,775
2024/5/9,7:00,805
2024/5/9,8:00,885
2024/5/9,9:00,918
2024/5/9,10:00,914
2024/5/9,11:00,909
2024/5/9,12:00,857
2024/5/9,13:00,884
2024/5/9,14:00,880
2024/5/9,15:00,871
2024/5/9,16:00,863
2024/5/9,17:00,850
2024/5/9,18:00,875
2024/5/9,19:00,871
2024/5/9,20:00,846
2024/5/9,21:00,804
2024/5/9,22:00,765
2024/5/9,23:00,742
2024/5/10,0:00,699
2024/5/10,1:00,697
2024/5/10,2:00,722
2024/5/10,3:00,754
2024/5/10,4:00,776
2024/5/10,5:00,781
2024/5/10,6:00,776
2024/5/10,7:00,782
2024/5/10,8:00,857
2024/5/10,9:00,903
